hpRemaining: 8.7 (3.9735234853828265)
monstersKilled: 5.2 (0.6324555320336759)
treasuresCollected: 4.8 (0.42163702135578385)
potionsDrunk: 1.9 (0.31622776601683794)
actionsTaken: 59.2 (5.452828012447608)
tilesExplored: 41.9 (2.64365067451978)
timesCompleted: 10
timesDied: 0
timesUncompleted: 0

hpRemaining;11.0;15.0;14.0;4.0;10.0;4.0;8.0;5.0;10.0;6.0;
monstersKilled;6.0;6.0;5.0;5.0;4.0;5.0;5.0;5.0;6.0;5.0;
treasuresCollected;5.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;
potionsDrunk;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;
actionsTaken;63.0;63.0;61.0;61.0;49.0;61.0;61.0;61.0;63.0;49.0;
tilesExplored;44.0;44.0;43.0;43.0;37.0;42.0;43.0;43.0;43.0;37.0;

