hpRemaining: 3.7 (5.6774407379851475)
monstersKilled: 5.8 (0.9189365834726815)
treasuresCollected: 3.9 (1.449137674618944)
potionsDrunk: 1.9 (0.7378647873726218)
actionsTaken: 74.4 (80.63525559235516)
tilesExplored: 33.9 (7.415449338299662)
timesCompleted: 4
timesDied: 5
timesUncompleted: 1

hpRemaining;0.0;0.0;10.0;0.0;0.0;2.0;0.0;17.0;5.0;3.0;
monstersKilled;6.0;5.0;7.0;6.0;6.0;6.0;6.0;7.0;5.0;4.0;
treasuresCollected;4.0;2.0;6.0;4.0;4.0;5.0;3.0;6.0;3.0;2.0;
potionsDrunk;1.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;
actionsTaken;36.0;34.0;74.0;44.0;44.0;48.0;56.0;74.0;300.0;34.0;
tilesExplored;30.0;27.0;46.0;34.0;34.0;38.0;31.0;46.0;25.0;28.0;

