hpRemaining: 10.0 (4.784233364802441)
monstersKilled: 5.4 (1.7126976771553504)
treasuresCollected: 6.6 (0.9660917830792959)
potionsDrunk: 2.3 (1.1595018087284057)
actionsTaken: 263.4 (77.23010351468456)
tilesExplored: 54.2 (11.429007928172165)
timesCompleted: 1
timesDied: 1
timesUncompleted: 8

hpRemaining;9.0;0.0;11.0;13.0;14.0;12.0;14.0;11.0;3.0;13.0;
monstersKilled;6.0;6.0;6.0;8.0;3.0;6.0;2.0;6.0;6.0;5.0;
treasuresCollected;7.0;7.0;7.0;7.0;6.0;7.0;4.0;7.0;7.0;7.0;
potionsDrunk;3.0;2.0;3.0;4.0;1.0;3.0;0.0;3.0;2.0;2.0;
actionsTaken;300.0;110.0;300.0;124.0;300.0;300.0;300.0;300.0;300.0;300.0;
tilesExplored;59.0;57.0;59.0;69.0;44.0;59.0;27.0;59.0;57.0;52.0;

