hpRemaining: 4.6 (3.596294389136314)
monstersKilled: 5.0 (1.3333333333333333)
treasuresCollected: 4.4 (0.9660917830792959)
potionsDrunk: 1.2 (1.0327955589886446)
actionsTaken: 162.2 (118.72171008052588)
tilesExplored: 41.6 (8.656404180335697)
timesCompleted: 4
timesDied: 2
timesUncompleted: 4

hpRemaining;10.0;4.0;5.0;4.0;0.0;0.0;11.0;5.0;3.0;4.0;
monstersKilled;4.0;3.0;6.0;6.0;6.0;6.0;6.0;4.0;6.0;3.0;
treasuresCollected;3.0;5.0;5.0;5.0;3.0;3.0;5.0;5.0;5.0;5.0;
potionsDrunk;0.0;0.0;2.0;2.0;2.0;2.0;2.0;0.0;2.0;0.0;
actionsTaken;300.0;300.0;75.0;75.0;61.0;61.0;75.0;300.0;75.0;300.0;
tilesExplored;23.0;39.0;50.0;50.0;38.0;38.0;50.0;39.0;50.0;39.0;

