hpRemaining: 7.5 (4.1163630117428225)
monstersKilled: 4.1 (0.5676462121975466)
treasuresCollected: 3.1 (0.5676462121975467)
potionsDrunk: 1.0 (0.0)
actionsTaken: 63.4 (83.33626661504182)
tilesExplored: 30.0 (4.08248290463863)
timesCompleted: 9
timesDied: 0
timesUncompleted: 1

hpRemaining;3.0;12.0;4.0;4.0;6.0;11.0;12.0;9.0;2.0;12.0;
monstersKilled;4.0;4.0;5.0;4.0;5.0;4.0;3.0;4.0;4.0;4.0;
treasuresCollected;3.0;3.0;4.0;3.0;4.0;3.0;2.0;3.0;3.0;3.0;
potionsDrunk;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
actionsTaken;34.0;34.0;48.0;34.0;48.0;34.0;300.0;34.0;34.0;34.0;
tilesExplored;30.0;30.0;35.0;30.0;35.0;30.0;20.0;30.0;30.0;30.0;

